"Volunteer" "ActivityName" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
8 "LAYING" 0.269378650740741 -0.0157966719796296 -0.108802386518519 -0.705265634327778 -0.685401348381481 -0.740614779611111 0.445836625 0.208338036703704 0.24559909977963 -0.969298662962963 -0.968062948148148 -0.954222498888889 0.10230553367037 -0.00383316915814815 -0.0126432594666667 -0.733886034655556 -0.738630123611111 -0.825937907777778 -0.0235865991555556 -0.0590647227907407 0.0985420352222222 -0.810743092018518 -0.786155195925926 -0.757208373333333 -0.10265747052037 -0.0468704481111111 -0.0652528889444444 -0.794455833222222 -0.863355828518519 -0.813334241111111 -0.68057655262963 -0.696154667333333 -0.68057655262963 -0.696154667333333 -0.748823145 -0.739092006537037 -0.733172924203704 -0.783049249 -0.836315750185185 -0.855637683518519 -0.712737698240741 -0.694725105222222 -0.769534455314815 -0.70335309962963 -0.70055538637037 -0.747291013148148 -0.746218497185185 -0.754183484574074 -0.81518931087037 -0.745025084 -0.739465208625926 -0.835154264259259 -0.76479631037037 -0.804922851962963 -0.744366671240741 -0.825731982222222 -0.779181661037037 -0.78418513037037 -0.707825692096296 -0.738151777148148 -0.737871546462963 -0.742641603574074 -0.806464379351852 -0.805369776277778 -0.857517739814815 -0.863448184074074
8 "SITTING" 0.2773571725 -0.0175122636782609 -0.0978195089363044 -0.655810207217391 -0.647715984182609 -0.674298928784783 0.62181709823913 0.101369207456522 0.147113225869565 -0.965884730434783 -0.939105239347826 -0.933433355652174 0.0522184716956522 0.0173769364367391 0.00782999981804348 -0.737221791782609 -0.756524544847826 -0.849724133478261 -0.0196562857337826 -0.0654452434782609 0.0467469091441304 -0.817692095869565 -0.776814167391304 -0.830828411521739 -0.0955075434273913 -0.0525117478478261 -0.0579801292608696 -0.855230855652174 -0.863755683478261 -0.882724597826087 -0.623708602478261 -0.646680990282609 -0.623708602478261 -0.646680990282609 -0.756741998043478 -0.755761433652174 -0.729195418478261 -0.77997155673913 -0.863130374130435 -0.868691795 -0.70437764973913 -0.682808760336956 -0.755919906173913 -0.638918033823913 -0.653132572586957 -0.661753938997826 -0.760436525136956 -0.771385593913044 -0.838161179847826 -0.736751123608696 -0.75743093926087 -0.859966488913044 -0.795439090217391 -0.812128976086957 -0.825741786521739 -0.826210983695652 -0.763087745652174 -0.848391754782609 -0.667572573 -0.690867714065217 -0.74944913226087 -0.765560594891304 -0.807452552826087 -0.802887826521739 -0.866968793043478 -0.880522357391304
8 "STANDING" 0.269542179066667 -0.0226804861616481 -0.111758217553704 -0.48520724787037 -0.339965273969259 -0.333819710092593 0.80681371462963 -0.187750618203704 -0.143605648574074 -0.942496904259259 -0.953935391111111 -0.912201658888889 0.130003798247963 -0.00519759707046296 -0.00432973404259259 -0.512993302992593 -0.487399092111111 -0.545083784333333 -0.0086615454037037 -0.0979646751851852 0.0751619378425926 -0.680988477222222 -0.442275374055556 -0.465497819785185 -0.101195309092593 -0.0543073646666667 -0.0790414569444444 -0.661218002407407 -0.52233218937037 -0.673226928148148 -0.376863912988889 -0.427394267777778 -0.376863912988889 -0.427394267777778 -0.48293120737037 -0.473216502488889 -0.420630967259259 -0.488515968796296 -0.574044402203704 -0.566520314425926 -0.465611655435185 -0.358515008801852 -0.374880550314815 -0.495463319462963 -0.372792333388889 -0.367122096703704 -0.516199869092593 -0.495928470777778 -0.497543930333333 -0.555895291127778 -0.515404399037037 -0.592276977259259 -0.592789101240741 -0.425463672740741 -0.487616069966667 -0.710380227407407 -0.458592901166667 -0.510144593401852 -0.3902089675 -0.539913191462963 -0.443668599166667 -0.518674519333333 -0.488878778362963 -0.582377773777778 -0.56492798512963 -0.604260209425926
8 "WALKING" 0.271028349583333 -0.0246631647833333 -0.117506431895833 -0.630984106666667 -0.6132184143625 -0.637383768325 0.500633389583333 0.107489503591667 -0.000135955197916668 -0.96155288375 -0.945008472083333 -0.9351592985625 0.0935556333 0.0222029227529167 -0.0182383320270833 -0.653985509229167 -0.681359245041667 -0.777194418958333 -0.0499496343375 -0.0477433736791667 0.0888665731416667 -0.754803593333333 -0.759587342729167 -0.713428666458333 -0.0804725559604167 -0.04441523566875 -0.06698127840625 -0.765651136041667 -0.828041738541667 -0.776193410208333 -0.5917907523125 -0.632417107375 -0.5917907523125 -0.632417107375 -0.674629612635417 -0.674355728229167 -0.663942308020833 -0.728543517395833 -0.798034049166667 -0.824192470208333 -0.648976540729167 -0.6309881034375 -0.68964795125 -0.6249028139375 -0.6304332886875 -0.63947017978125 -0.677683873666667 -0.6982356758125 -0.758384413333333 -0.661295090479167 -0.685015650541667 -0.795432684583333 -0.697533812083333 -0.766815656666667 -0.696115264375 -0.773947017083333 -0.7603142025625 -0.746295594583333 -0.628785186083333 -0.693920807645833 -0.66418320408125 -0.689886187925 -0.752198569166667 -0.76059332675 -0.821502320416667 -0.840681153125
8 "WALKING_DOWNSTAIRS" 0.267341804736842 -0.0190265784710526 -0.106956235263158 -0.584414897973684 -0.464246643823684 -0.623783868368421 0.608563622368421 0.0559149986578947 0.0780626971394737 -0.970763248157895 -0.952164200526316 -0.939814327368421 0.0844893054736842 -0.00605388509736842 0.0227440715284211 -0.640793216236842 -0.575121035026316 -0.792523306657895 -0.0186625452578947 -0.0789729294526316 0.0987931155284211 -0.677004900526316 -0.71287376431579 -0.6406458605 -0.0988997033157895 -0.0374451764552632 -0.0594671979973684 -0.704469647789474 -0.791075696368421 -0.680070704710526 -0.520535683936579 -0.585323789686842 -0.520535683936579 -0.585323789686842 -0.644747970684211 -0.632911159081579 -0.605575885263158 -0.641515267078947 -0.751418089736842 -0.76019212868421 -0.623046591315789 -0.503735921105263 -0.687498968131579 -0.57102203111579 -0.478873430073684 -0.620040860736842 -0.665753785 -0.598486743105263 -0.776843492868421 -0.647133029657895 -0.578725543263158 -0.806928834736842 -0.637400175263158 -0.722088504394737 -0.607489437763158 -0.692979583421053 -0.711063878947368 -0.686348704210526 -0.589793816289474 -0.648288155815789 -0.631734179710526 -0.636944696105263 -0.678267311184211 -0.681622073421053 -0.768911061605263 -0.766909903684211
8 "WALKING_UPSTAIRS" 0.268272610243902 -0.0233563812080488 -0.109193624707317 -0.402590964829268 -0.242957696560976 -0.401795220853659 0.893060239268293 -0.179123397609756 -0.0889281930317073 -0.967505816097561 -0.937813894146341 -0.936457194878049 0.0961214884390244 0.0162280655829268 -0.0198753465707317 -0.536986429512195 -0.486753576609756 -0.644743144536585 0.0431502690243902 -0.0989151203219512 0.0471815928146341 -0.614585593902439 -0.584998908292683 -0.440044804731707 -0.0722257411492683 -0.0524456787878049 -0.0471031681219512 -0.654311603170732 -0.729264876097561 -0.652231154878049 -0.319801101536585 -0.395835004829268 -0.319801101536585 -0.395835004829268 -0.531065962926829 -0.497638945926829 -0.427433061707317 -0.541609770243902 -0.697666011219512 -0.714837874390244 -0.459358620487805 -0.324742957560976 -0.492015996756098 -0.382889719498049 -0.251181872682927 -0.405233086341463 -0.559043301219512 -0.510342864585366 -0.617119211170732 -0.556055789512195 -0.496812407926829 -0.670691182439024 -0.554511563097561 -0.625741857804878 -0.469045356073171 -0.636340329756098 -0.57210709804878 -0.484106794146341 -0.398852216414634 -0.488832577804878 -0.489784279073171 -0.512426583292683 -0.599746405121951 -0.584857436341463 -0.717939405609756 -0.731422694146341
9 "LAYING" 0.279707616 -0.0192543070288 -0.11244660516 -0.7018429576 -0.631931519756 -0.71348297398 0.659665895 -0.03270107394 0.03388640546 -0.9850418868 -0.9730341782 -0.9611847532 0.082784627398 -0.001325598122 -0.0128495896062 -0.72748090266 -0.67162740940602 -0.7985457818 -0.032154754596 -0.077640157616 0.068770416148 -0.739593922262 -0.746738899044 -0.7004966803 -0.10043893778 -0.018406220146 -0.04974207986 -0.74351235238 -0.8320382184 -0.7992767306 -0.66266357188 -0.69643345744 -0.66266357188 -0.69643345744 -0.7158640428 -0.72018302334 -0.66602872722 -0.712631677404 -0.80022447372 -0.8270796884 -0.71105684678 -0.630395437434 -0.7344478984 -0.6990888914 -0.656280454142 -0.72533170796 -0.731420373372 -0.68602505704 -0.7831951582 -0.74851239678 -0.678857857238 -0.8126730366 -0.6904455324 -0.75775379618 -0.704205254652 -0.756579778158 -0.74339201674 -0.72813788022 -0.687472925316 -0.74917136604 -0.7079178108 -0.7380950776 -0.7450297465326 -0.7418360472 -0.825575443 -0.8415317294
9 "SITTING" 0.284499736 -0.012555613332 -0.11416352288 -0.61991374982 -0.554559829818 -0.599941505 0.55758271858 0.11579189142 0.1741005766 -0.9594032008 -0.9602423142 -0.9452855462 0.113897374332 0.0346389998424 -0.0155159846806 -0.67711343062 -0.63068768298 -0.76808865882 0.0404735148256 -0.112920802476 0.07765345772 -0.7618773006 -0.72027806198 -0.65552066282 -0.14289680586 -0.019756909562 -0.04998539508 -0.7909794384 -0.81207779366 -0.7901054206 -0.5574549627 -0.63323013808 -0.5574549627 -0.63323013808 -0.6653595261 -0.68005770038 -0.6397828228 -0.716219377876 -0.79683008308 -0.8288451774 -0.64670920034 -0.5672706538712 -0.6579081913944 -0.6113455722 -0.576784154402 -0.60090744498 -0.69267929724 -0.65089828092 -0.74789687864 -0.68989800578 -0.633963551912 -0.786805909124 -0.725108860208 -0.738510924916 -0.6565379634 -0.7756691714 -0.71298338428 -0.68777935164 -0.62149845478 -0.69785339814 -0.65462104954 -0.71915162202 -0.74893714644 -0.74390674336 -0.8209924042 -0.8523540606
9 "STANDING" 0.278205746222222 -0.0289865190306667 -0.120804787688889 -0.909285 -0.839417361266667 -0.859559989066667 0.804106981111111 -0.124427092844444 0.0792525561111111 -0.976606756444444 -0.949568388755556 -0.934361102222222 0.0752761117111111 0.01762125098 -0.0125864284595556 -0.930130687777778 -0.899365776888889 -0.949823582222222 -0.0169677634666667 -0.0839618185777778 0.117434147422222 -0.895630299777778 -0.895036595822222 -0.896425585888889 -0.102141809333333 -0.0247714771244444 -0.0504959818286667 -0.927497569555556 -0.955701092888889 -0.933768397111111 -0.854074817711111 -0.8832737 -0.854074817711111 -0.8832737 -0.924645036266667 -0.924462722222222 -0.862414212044444 -0.865413293577778 -0.944187609111111 -0.950645540222222 -0.919434022888889 -0.861332056888889 -0.900476935777778 -0.906135817266667 -0.839305444022222 -0.850364294911111 -0.932931409555556 -0.902128795555556 -0.943867696444444 -0.933814084888889 -0.903483027333333 -0.954399557333333 -0.893753029111111 -0.914258417311111 -0.897529090711111 -0.898093482444444 -0.886424764688889 -0.905933221777778 -0.894702119 -0.895784600222222 -0.920690792888889 -0.929494263111111 -0.902319169111111 -0.866896521844444 -0.951163067777778 -0.953301906888889
9 "WALKING" 0.273917724423077 -0.0155872312486538 -0.110110700288462 -0.604569470594231 -0.525148328767308 -0.687854411923077 0.876423992884615 -0.169282827482692 -0.0462804794519231 -0.973480740192308 -0.962153224423077 -0.955845075 0.106935349098077 -0.00684988806730769 0.0114169140673077 -0.597056595269231 -0.615934996980769 -0.809601705 -0.0699740389615385 -0.0434314837461538 0.0847619104423077 -0.728570281923077 -0.714091444230769 -0.615650561923077 -0.0778237884615385 -0.0428448451596154 -0.0734731612961538 -0.730851781346154 -0.811312283269231 -0.763263359211538 -0.568472873923077 -0.605931825403846 -0.568472873923077 -0.605931825403846 -0.651551640811538 -0.596734435269231 -0.610666187211538 -0.703734356923077 -0.783482183653846 -0.798726120384615 -0.607670866461538 -0.553072345538462 -0.731819614230769 -0.603966615865385 -0.543159750169231 -0.689403331461538 -0.623958699692308 -0.630996518076923 -0.793927575 -0.605761020365385 -0.626198426489423 -0.823882381730769 -0.671668302903846 -0.739931513653846 -0.64895824675 -0.747628263653846 -0.702698703076923 -0.643351060576923 -0.587610613942308 -0.679356789615385 -0.590578658634615 -0.606751663265385 -0.741129452115385 -0.731297424807692 -0.803656926923077 -0.806588887884615
9 "WALKING_DOWNSTAIRS" 0.277090238095238 -0.0135340891631667 -0.103199582666667 -0.540361354880952 -0.510584995619048 -0.572730970653571 0.593765214761905 0.152715214485714 0.0325466113119048 -0.974055335238095 -0.961937796428571 -0.942891613095238 0.0530903797809524 0.00710800259761905 0.0459482275859524 -0.570161660095238 -0.571385347642857 -0.717614771333333 -0.0760827461904762 -0.0535994235809524 0.124986797190476 -0.743461859285714 -0.691140467314286 -0.653080407142857 -0.0927031756904762 -0.0558280761595238 -0.0383506323380952 -0.704278401428571 -0.741029845666667 -0.654185389478571 -0.511186984452381 -0.493960619805476 -0.511186984452381 -0.493960619805476 -0.605192480071429 -0.535652955047619 -0.627985718261905 -0.664253421857143 -0.720953590642857 -0.714268177901429 -0.559828253833333 -0.525764949461905 -0.621581787952381 -0.534419396142857 -0.534102994833333 -0.581403455497619 -0.593648167095238 -0.603462154595238 -0.700655346261905 -0.584386361142857 -0.565907122030952 -0.732907264928571 -0.670751571071429 -0.6877689345 -0.603590944357143 -0.768007329761905 -0.696609867738095 -0.703596972380952 -0.495577610166667 -0.573834814714286 -0.544252015095238 -0.527996751814286 -0.674199406904762 -0.719130211428571 -0.724946519071429 -0.721139829309524
9 "WALKING_UPSTAIRS" 0.273227869387755 -0.0212493310757143 -0.109016185542857 -0.661370420979592 -0.544808761346939 -0.724384845102041 0.438373532244898 0.155883026530612 0.209312924972857 -0.968017901020408 -0.967507279591837 -0.961430583469388 0.091497621755102 -0.0317829163020408 0.00780882638040816 -0.726030849653061 -0.62475035255102 -0.796319791428571 -0.0758398217959184 -0.0418722592040816 0.101678754714286 -0.739734963306122 -0.748081327469388 -0.686795176469388 -0.0956381333061224 -0.0689234147163265 -0.0747844304465306 -0.777561534285714 -0.821935949591837 -0.732821742306122 -0.62382204855102 -0.638993777281633 -0.62382204855102 -0.638993777281633 -0.706670990367347 -0.684997742789796 -0.657291288204082 -0.690168247040816 -0.797544251428571 -0.807115710816326 -0.699818766530612 -0.567323745693878 -0.737149924285714 -0.648846514020408 -0.562439397059184 -0.73964171877551 -0.744305039040816 -0.651431790706122 -0.783189094285714 -0.73181975844898 -0.620826559979592 -0.807811096326531 -0.708249112571429 -0.75153388522449 -0.664628191734694 -0.752100608367347 -0.748852673489796 -0.724387093734694 -0.639126643346939 -0.695974837979592 -0.691162424142857 -0.679592836061224 -0.732826069306122 -0.717346408102041 -0.815113662653061 -0.810999042244898
10 "LAYING" 0.278621702241379 -0.0171497042965517 -0.106371335055172 -0.639780967596552 -0.577891988068965 -0.703148618103448 0.710680063793103 0.0913637771896552 0.178927752855757 -0.97569733362069 -0.975267354655172 -0.959245297758621 0.0834903546068965 0.0078716548862069 -0.0103748558962069 -0.681431146413793 -0.628460776224138 -0.778083156034483 -0.0725220075862069 -0.0506985998206897 0.0843861465362069 -0.757858187913793 -0.72869443362069 -0.696294129931034 -0.0863253491982759 -0.060363632362069 -0.0631315007606897 -0.720751461724138 -0.807463522413793 -0.757475307413793 -0.612330172013793 -0.641014428844828 -0.612330172013793 -0.641014428844828 -0.677625352068966 -0.673469441617241 -0.661917109024138 -0.708787701465517 -0.779383781724138 -0.793663901034483 -0.643829025524138 -0.572321975172414 -0.709642950637931 -0.639026942706897 -0.607812897917241 -0.724218251206897 -0.686412141072414 -0.652194079139655 -0.753601143275862 -0.705668129603448 -0.62839684342931 -0.801596119310345 -0.683358826293103 -0.73261424562069 -0.689217498431035 -0.782214654155172 -0.729736453568966 -0.72777453362069 -0.628064338724138 -0.705472847275862 -0.660460527715517 -0.69266163537931 -0.728439805127586 -0.746271450689655 -0.799742751724138 -0.800449062931034
10 "SITTING" 0.255044324259259 -0.0141757367722222 -0.0945790063907407 -0.627512285833333 -0.544832711419815 -0.696594882518519 0.651863151611111 0.0425707637777778 0.248916043277778 -0.914929157962963 -0.953342588148148 -0.925960788703704 0.102566673592593 -0.0125510972058519 0.00782060127481481 -0.715135192092593 -0.657474642166667 -0.839418663888889 -0.0131590233862963 -0.109746359314815 0.129350030281481 -0.745748882648148 -0.792006513148148 -0.71863711 -0.0944661728222222 -0.0515845008424074 -0.062863403362963 -0.77744932537037 -0.891914460740741 -0.807140857592593 -0.587218423814815 -0.61941742912963 -0.587218423814815 -0.61941742912963 -0.718596318259259 -0.712240374222222 -0.669085127462963 -0.72852748212963 -0.841094957962963 -0.866741382407407 -0.662595847037037 -0.579318054518518 -0.744142687777778 -0.615626482111111 -0.556323327688889 -0.696168306555556 -0.724111000388889 -0.67733950337037 -0.822885745 -0.732018533712963 -0.658727766777778 -0.854612596666667 -0.726276565537037 -0.817587192777778 -0.71338909037037 -0.754292986666667 -0.779991380555556 -0.746346632592593 -0.63229965587037 -0.674633253611111 -0.705181842981481 -0.723617340925926 -0.779529552037037 -0.74310197537037 -0.869210796666667 -0.873621753703704
10 "STANDING" 0.279017395909091 -0.0150868093636364 -0.109559978363636 -0.888161241363636 -0.8313965858 -0.840812364909091 0.198287429090909 0.307669619204545 0.483990000954545 -0.966652656136364 -0.982256723181818 -0.965586905 0.0622923302340909 0.00574751727840909 0.000244065489068182 -0.897196593227273 -0.877084260681818 -0.914081643863636 -0.0205544195590909 -0.0914574231590909 0.0868691385227273 -0.910092968863636 -0.883269293409091 -0.865305486295455 -0.0996618811818182 -0.0389460608 -0.0616708398636364 -0.915624005681818 -0.924139605909091 -0.932035420909091 -0.852065981727273 -0.884479683863636 -0.852065981727273 -0.884479683863636 -0.890238490909091 -0.893862766454545 -0.864025316931818 -0.884319919318182 -0.923571928636364 -0.927663062954545 -0.890475338636364 -0.844232996113636 -0.869672297454545 -0.887737465681818 -0.835169794012727 -0.837755786645455 -0.899679258636364 -0.880697473863636 -0.906888194545455 -0.904410368840909 -0.881986808977273 -0.919823431818182 -0.896694128636364 -0.890802911363636 -0.884042540454545 -0.914906220909091 -0.880253497045455 -0.872450496636364 -0.88355885 -0.902532310681818 -0.892950860227273 -0.896589019159091 -0.894520873181818 -0.898151545681818 -0.927092354318182 -0.9334878475
10 "WALKING" 0.257820678490566 -0.0203232616016981 -0.100249725339623 -0.673647223867925 -0.529041015671698 -0.662173831113208 0.722463998150943 -0.133748459809434 0.166826445886792 -0.935138716037736 -0.950764376415094 -0.913394390509434 0.0880206471320755 -0.00634717350943396 -0.0221450319198302 -0.66846701845283 -0.635661701695849 -0.806025647735849 -0.049809351509434 -0.100723866037736 0.117324965260377 -0.733515722830189 -0.729160789245283 -0.729040991886792 -0.123343116962264 -0.0471039661679245 -0.0715746884509434 -0.754914657358491 -0.793873827660377 -0.804023898490566 -0.600739748075472 -0.654019146679245 -0.600739748075472 -0.654019146679245 -0.683521832022641 -0.654119154150943 -0.650127531313208 -0.673809800188679 -0.787427730188679 -0.772192534679245 -0.677878767358491 -0.568623142639623 -0.713041093622642 -0.673104005849057 -0.539799505035849 -0.662403090956604 -0.690058617358491 -0.658904263169811 -0.793030381679245 -0.67612289409434 -0.635247901851132 -0.817618415849057 -0.687215874528302 -0.735874698867925 -0.718733828490566 -0.750205003962264 -0.728833826490566 -0.758439025471698 -0.647064050207547 -0.7146977 -0.65182123509434 -0.658361260943396 -0.716470696622642 -0.70533326490566 -0.772703343603774 -0.787872983698113
10 "WALKING_DOWNSTAIRS" 0.267564152473684 -0.0152897406168421 -0.120401128763158 -0.638255398868421 -0.568631146213158 -0.663114344342105 0.707587428421053 0.0931637313171053 0.104767429034474 -0.970770940789474 -0.953922532105263 -0.951416183947368 0.0334381987105263 0.0371918199026316 -0.00909356488947368 -0.659980220661842 -0.619821310552632 -0.769448075868421 -0.0181409697657895 -0.0992156484736842 0.0921921418894737 -0.737878384236842 -0.730782736210526 -0.736407706578947 -0.0837973818421053 -0.0368804125289474 -0.0492419700789474 -0.718516822868421 -0.767153169394737 -0.761953727894737 -0.597248223742105 -0.602844185368421 -0.597248223742105 -0.602844185368421 -0.670565328368421 -0.623296522578947 -0.653300586894737 -0.687312165210526 -0.760407639684211 -0.753885588105263 -0.655499362963158 -0.586967669460526 -0.695214856368421 -0.632921854447368 -0.586800939786842 -0.672184592631579 -0.678314270684211 -0.651698324404474 -0.7534235564 -0.672229508026316 -0.611236125842105 -0.783778041842105 -0.685718417368421 -0.722593431815789 -0.704028664736842 -0.7553626545 -0.73979529731579 -0.773436561052632 -0.599136466342105 -0.667857431473684 -0.627888061147895 -0.621581760078947 -0.709071807657895 -0.728082718473684 -0.761346436289474 -0.762479771176316
10 "WALKING_UPSTAIRS" 0.253695378297872 -0.0100549460631915 -0.104448359 -0.951211483191489 -0.919261532382979 -0.923025905021277 0.752574288957447 0.157128505361702 0.113828834531915 -0.956245079148936 -0.959725389787234 -0.949675875957447 0.0841555878297872 0.00259638835893617 -0.00583795781270213 -0.966257853191489 -0.953804659361702 -0.959202830638298 -0.0216190834382979 -0.0935058205319149 0.121434701638298 -0.962433430425532 -0.949425862765957 -0.95250821 -0.104955687829787 -0.0411568173255319 -0.0526276610638298 -0.965679177021277 -0.96501150212766 -0.969421849148936 -0.928338647359574 -0.912497900106383 -0.928338647359574 -0.912497900106383 -0.961643602340426 -0.954515813574468 -0.936020903404255 -0.939350412765957 -0.969290925319149 -0.96198776106383 -0.958659703191489 -0.927850532617021 -0.938543114914894 -0.948938065446808 -0.919478305531915 -0.920507532553192 -0.968257316595745 -0.955154360638298 -0.955761477234043 -0.967428593829787 -0.955578943404255 -0.961396722765957 -0.955197305680851 -0.951016199787234 -0.951454894468085 -0.964792785957447 -0.949008883617021 -0.957330907234043 -0.928344239574468 -0.917479080085106 -0.955170018297872 -0.95292321006383 -0.947045812340426 -0.944941184042553 -0.963219362340425 -0.962833230212766
11 "LAYING" 0.272996521403509 -0.0163832624844719 -0.108884605596491 -0.703445591596491 -0.696485778947368 -0.739281900701754 0.454879942280702 0.107859446947368 0.263552162663158 -0.974766881929825 -0.972080269298246 -0.959037548245614 0.0629120895403509 0.00015751353859649 -0.000879269112789474 -0.728241239631579 -0.700648893157895 -0.788917479649123 -0.0543305078724561 -0.0492751153859649 0.103968484138596 -0.836131845210526 -0.838134861578947 -0.725170891403509 -0.104227283288246 -0.0372294402877193 -0.0468702420047368 -0.824673394035088 -0.876104673157895 -0.784566988245614 -0.681131609210526 -0.721630052 -0.681131609210526 -0.721630052 -0.722285719298246 -0.721423818859649 -0.75181490554386 -0.798683409824561 -0.843623585087719 -0.866218887894737 -0.702244182912281 -0.685638078 -0.748715635087719 -0.704378679175439 -0.721834466177193 -0.755329942982456 -0.738819326561403 -0.725785015438597 -0.779760704736842 -0.741547111526316 -0.693937924491228 -0.796715627368421 -0.800621753684211 -0.837408390526316 -0.736166306666667 -0.848447304035088 -0.840366512280702 -0.747444461929825 -0.70869246854386 -0.77276283565614 -0.72107973131579 -0.723443656701754 -0.820610922280702 -0.819221794561404 -0.867638403859649 -0.873843833508772
11 "SITTING" 0.268094167132075 -0.017179509690566 -0.11371337709434 -0.668422518054717 -0.639304602584906 -0.639558131641509 0.626239747811321 0.065418724 -0.000443361056603773 -0.976925418679245 -0.97273676 -0.953341107169811 0.0986611150679245 -0.00494020700867925 0.0145611265825472 -0.721382717675472 -0.722689607566038 -0.781180543207547 0.00289246973584906 -0.080701435354717 0.0670428264716981 -0.795852987056604 -0.748062041807547 -0.714372407754717 -0.079490489 -0.0459822097924528 -0.057634080490566 -0.846474444339623 -0.826581154339623 -0.824624989811321 -0.62114883490566 -0.671158899056604 -0.62114883490566 -0.671158899056604 -0.724081156415094 -0.718345763073585 -0.692631504226415 -0.756869558490566 -0.827733096415094 -0.844260978301887 -0.69702155445283 -0.661810680358491 -0.68131153290566 -0.658506852014717 -0.651100407584906 -0.647724660037736 -0.738215529245283 -0.737936206698113 -0.762022290943396 -0.72917207485283 -0.725269666415094 -0.798773525056604 -0.78298805054717 -0.765117601207547 -0.727753449341509 -0.802064898150943 -0.741852155830189 -0.737846138490566 -0.671558310226415 -0.722559197849057 -0.714341071075472 -0.725040612037736 -0.783258658415094 -0.782790509811321 -0.841810320188679 -0.85886645509434
11 "STANDING" 0.275616260893617 -0.018308281029383 -0.102832834574468 -0.175577464482979 -0.0329008082106383 -0.231067050425532 0.820064963617021 -0.228470687446809 0.0132418871276596 -0.960963079574468 -0.960898405957447 -0.946192013191489 0.0661345587659574 0.0252607765382979 -0.0131882939817021 -0.198357969923404 -0.14684110282766 -0.407362382965106 -0.019538378087234 -0.0706828289085106 0.0803757495319149 -0.496002130425532 -0.444600850425532 -0.367097562957447 -0.0928609966895745 -0.0536342974510638 -0.0669772764042553 -0.464887689361702 -0.550987796744681 -0.497127513191489 -0.0810585743404255 -0.214040642680851 -0.0810585743404255 -0.214040642680851 -0.214172950040426 -0.134153755074468 -0.303546172187234 -0.391300570765957 -0.506062750319149 -0.525807135170213 -0.236658298204255 -0.0674659841808511 -0.294741710523404 -0.154143656638298 -0.0780675416170213 -0.258170970761702 -0.243405344965957 -0.187637874544681 -0.390013465702128 -0.223214534764894 -0.16131364587234 -0.424791845702128 -0.389362382851064 -0.457764957446809 -0.337008657744681 -0.531582393191489 -0.442622224042553 -0.436585523404255 -0.160525435657447 -0.371176006257447 -0.143272845446809 -0.131019768070213 -0.430991658512766 -0.47130627712766 -0.550716866893617 -0.531309294659574
